word_id,word,normalized_word,char_length,vowel_group_count,syllable_profile,feature_flags
315,gum,gum,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
316,had,had,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
317,hair,hair,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
318,ham,ham,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
319,happy,happy,5,2,two_syllable_like,contrast_letter|longer_word
320,hard,hard,4,1,single_syllable_like,final_cluster|final_consonant|r_controlled|contrast_letter
321,has,has,3,1,single_syllable_like,final_consonant|short_vowel_like
322,hat,hat,3,1,single_syllable_like,final_consonant|short_vowel_like
323,hate,hate,4,1,single_syllable_like,cvc_e
324,hawk,hawk,4,1,single_syllable_like,final_cluster|final_consonant|vowel_team
325,he,he,2,1,single_syllable_like,short_vowel_like
326,hear,hear,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
327,heat,heat,4,1,single_syllable_like,final_consonant|vowel_team
328,helps,helps,5,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
329,hen,hen,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
330,her,her,3,1,single_syllable_like,final_consonant|r_controlled|contrast_letter
331,hi,hi,2,1,single_syllable_like,short_vowel_like
332,hid,hid,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
333,hide,hide,4,1,single_syllable_like,cvc_e|contrast_letter
334,high,high,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like
335,him,him,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
336,hip,hip,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
337,his,his,3,1,single_syllable_like,final_consonant|short_vowel_like
338,hit,hit,3,1,single_syllable_like,final_consonant|short_vowel_like
339,hold,hold,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
340,hole,hole,4,2,two_syllable_like,cvc_e|contrast_letter|longer_word
341,home,home,4,1,single_syllable_like,cvc_e|contrast_letter
342,honey,honey,5,2,two_syllable_like,contrast_letter|longer_word
343,hoot,hoot,4,1,single_syllable_like,final_consonant|vowel_team
344,hop,hop,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
345,hope,hope,4,1,single_syllable_like,cvc_e|contrast_letter
346,hopes,hopes,5,2,two_syllable_like,final_consonant|contrast_letter|longer_word
347,horn,horn,4,1,single_syllable_like,final_cluster|final_consonant|r_controlled|contrast_letter
348,hot,hot,3,1,single_syllable_like,final_consonant|short_vowel_like
349,house,house,5,1,single_syllable_like,vowel_team
350,how,how,3,1,single_syllable_like,final_consonant|vowel_team
351,hug,hug,3,1,single_syllable_like,final_consonant|short_vowel_like
352,huge,huge,4,1,single_syllable_like,cvc_e
353,hum,hum,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
354,human,human,5,2,two_syllable_like,final_consonant|contrast_letter|longer_word
355,hurt,hurt,4,1,single_syllable_like,final_cluster|final_consonant|r_controlled|contrast_letter
356,hut,hut,3,1,single_syllable_like,final_consonant|short_vowel_like
357,i,i,1,1,single_syllable_like,short_vowel_like
358,ice,ice,3,1,single_syllable_like,short_vowel_like
359,in,in,2,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
360,inch,inch,4,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
361,ink,ink,3,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
362,is,is,2,1,single_syllable_like,final_consonant|short_vowel_like
363,isn't,isnt,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
364,it,it,2,1,single_syllable_like,final_consonant|short_vowel_like
365,itch,itch,4,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like
366,itches,itches,6,2,two_syllable_like,final_consonant|digraph|longer_word
367,itching,itching,7,2,two_syllable_like,final_cluster|final_consonant|digraph|contrast_letter|longer_word
368,jane,jane,4,1,single_syllable_like,cvc_e|contrast_letter
369,jar,jar,3,1,single_syllable_like,final_consonant|r_controlled|contrast_letter
370,joe,joe,3,1,single_syllable_like,vowel_team
371,joe's,joes,4,1,single_syllable_like,final_consonant|vowel_team
372,jog,jog,3,1,single_syllable_like,final_consonant|short_vowel_like
373,join,join,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
374,joke,joke,4,1,single_syllable_like,cvc_e
375,joy,joy,3,1,single_syllable_like,vowel_team
376,joyful,joyful,6,2,two_syllable_like,final_consonant|vowel_team|contrast_letter|longer_word
377,jug,jug,3,1,single_syllable_like,final_consonant|short_vowel_like
378,key,key,3,1,single_syllable_like,short_vowel_like
379,kid,kid,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
380,kim,kim,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
381,kind,kind,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
382,kindness,kindness,8,2,two_syllable_like,final_cluster|final_consonant|contrast_letter|longer_word
383,king,king,4,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
384,kite,kite,4,1,single_syllable_like,cvc_e
385,lake,lake,4,1,single_syllable_like,cvc_e|contrast_letter
386,large,large,5,1,single_syllable_like,r_controlled|contrast_letter
387,law,law,3,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
388,lawn,lawn,4,1,single_syllable_like,final_cluster|final_consonant|vowel_team|contrast_letter
389,lawnmower,lawnmower,9,3,multisyllable_like,final_consonant|vowel_team|r_controlled|contrast_letter|longer_word
390,lean,lean,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
391,led,led,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
392,left,left,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
393,leg,leg,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
394,legs,legs,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
395,let,let,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
396,let's,lets,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
397,letting,letting,7,2,two_syllable_like,final_cluster|final_consonant|digraph|contrast_letter|longer_word
398,lid,lid,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
399,lies,lies,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
400,light,light,5,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
401,lightning,lightning,9,2,two_syllable_like,final_cluster|final_consonant|digraph|contrast_letter|longer_word
402,like,like,4,1,single_syllable_like,cvc_e|contrast_letter
403,likes,likes,5,2,two_syllable_like,final_consonant|contrast_letter|longer_word
404,liking,liking,6,2,two_syllable_like,final_cluster|final_consonant|digraph|contrast_letter|longer_word
405,lip,lip,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
406,lips,lips,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
407,listen,listen,6,2,two_syllable_like,final_consonant|contrast_letter|longer_word
408,lit,lit,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
409,little,little,6,2,two_syllable_like,contrast_letter|longer_word
410,live,live,4,1,single_syllable_like,cvc_e|contrast_letter
411,loading,loading,7,2,two_syllable_like,final_cluster|final_consonant|vowel_team|digraph|contrast_letter|longer_word
412,loaf,loaf,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
413,lock,lock,4,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
414,locks,locks,5,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
415,log,log,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
416,logs,logs,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
417,long,long,4,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
418,look,look,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
419,loose,loose,5,1,single_syllable_like,vowel_team|contrast_letter
420,lost,lost,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
421,lot,lot,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
422,love,love,4,1,single_syllable_like,cvc_e|contrast_letter
423,low,low,3,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
424,lunch,lunch,5,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
425,lunchbox,lunchbox,8,2,two_syllable_like,final_consonant|digraph|contrast_letter|longer_word
426,made,made,4,1,single_syllable_like,cvc_e|contrast_letter
427,main,main,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
428,make,make,4,1,single_syllable_like,cvc_e|contrast_letter
429,man,man,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
430,map,map,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
431,maps,maps,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
432,marble,marble,6,2,two_syllable_like,r_controlled|contrast_letter|longer_word
433,marker,marker,6,2,two_syllable_like,final_consonant|r_controlled|contrast_letter|longer_word
434,market,market,6,2,two_syllable_like,final_consonant|r_controlled|contrast_letter|longer_word
435,mat,mat,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
436,match,match,5,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
437,math,math,4,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
438,mats,mats,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
439,max,max,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
440,may,may,3,1,single_syllable_like,vowel_team|contrast_letter
441,maybe,maybe,5,1,single_syllable_like,vowel_team|contrast_letter
442,me,me,2,1,single_syllable_like,short_vowel_like|contrast_letter
443,meal,meal,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
444,mealtime,mealtime,8,2,two_syllable_like,cvc_e|vowel_team|contrast_letter|longer_word
445,mean,mean,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
446,meat,meat,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
447,men,men,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
448,menu,menu,4,2,two_syllable_like,contrast_letter|longer_word
449,mess,mess,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
450,met,met,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
451,might,might,5,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
452,mike,mike,4,1,single_syllable_like,cvc_e|contrast_letter
453,mild,mild,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
454,mile,mile,4,2,two_syllable_like,cvc_e|contrast_letter|longer_word
455,milk,milk,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
456,mind,mind,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
457,mix,mix,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
458,mixing,mixing,6,2,two_syllable_like,final_cluster|final_consonant|digraph|contrast_letter|longer_word
459,moist,moist,5,1,single_syllable_like,final_cluster|final_consonant|vowel_team|contrast_letter
460,mom,mom,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
461,money,money,5,2,two_syllable_like,contrast_letter|longer_word
462,monkey,monkey,6,2,two_syllable_like,digraph|contrast_letter|longer_word
463,moo,moo,3,1,single_syllable_like,vowel_team|contrast_letter
464,moon,moon,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
465,mop,mop,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
466,mops,mops,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
467,more,more,4,1,single_syllable_like,cvc_e|r_controlled|contrast_letter
468,morning,morning,7,2,two_syllable_like,final_cluster|final_consonant|r_controlled|digraph|contrast_letter|longer_word
469,most,most,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
470,moth,moth,4,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
471,mouse,mouse,5,1,single_syllable_like,vowel_team|contrast_letter
472,mouth,mouth,5,1,single_syllable_like,final_cluster|final_consonant|vowel_team|digraph|contrast_letter
473,much,much,4,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
474,museum,museum,6,2,two_syllable_like,final_consonant|contrast_letter|longer_word
475,music,music,5,2,two_syllable_like,final_consonant|contrast_letter|longer_word
476,my,my,2,1,single_syllable_like,contrast_letter
477,nail,nail,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
478,nap,nap,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
479,neat,neat,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
480,necktie,necktie,7,2,two_syllable_like,vowel_team|digraph|contrast_letter|longer_word
481,need,need,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
482,nest,nest,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
483,new,new,3,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
484,next,next,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
485,nice,nice,4,1,single_syllable_like,cvc_e|contrast_letter
486,niece,niece,5,1,single_syllable_like,vowel_team|contrast_letter
487,night,night,5,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
488,no,no,2,1,single_syllable_like,short_vowel_like|contrast_letter
489,noise,noise,5,1,single_syllable_like,vowel_team|contrast_letter
490,noisy,noisy,5,2,two_syllable_like,vowel_team|contrast_letter|longer_word
491,north,north,5,1,single_syllable_like,final_cluster|final_consonant|r_controlled|digraph|contrast_letter
492,northeast,northeast,9,2,two_syllable_like,final_cluster|final_consonant|vowel_team|r_controlled|digraph|contrast_letter|longer_word
493,nose,nose,4,1,single_syllable_like,cvc_e|contrast_letter
494,not,not,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
495,note,note,4,1,single_syllable_like,cvc_e|contrast_letter
496,now,now,3,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
497,nurse,nurse,5,1,single_syllable_like,r_controlled|contrast_letter
498,nut,nut,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
499,oar,oar,3,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
500,of,of,2,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
501,oil,oil,3,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
502,oily,oily,4,2,two_syllable_like,vowel_team|contrast_letter|longer_word
503,old,old,3,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
504,oldest,oldest,6,2,two_syllable_like,final_cluster|final_consonant|contrast_letter|longer_word
505,on,on,2,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
506,or,or,2,1,single_syllable_like,final_consonant|r_controlled|contrast_letter
507,over,over,4,2,two_syllable_like,final_consonant|r_controlled|contrast_letter|longer_word
508,page,page,4,1,single_syllable_like,cvc_e|contrast_letter
509,pail,pail,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
510,paint,paint,5,1,single_syllable_like,final_cluster|final_consonant|vowel_team|contrast_letter
511,pair,pair,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
512,pan,pan,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
513,pans,pans,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
514,park,park,4,1,single_syllable_like,final_cluster|final_consonant|r_controlled|contrast_letter
515,part,part,4,1,single_syllable_like,final_cluster|final_consonant|r_controlled|contrast_letter
516,party,party,5,2,two_syllable_like,r_controlled|contrast_letter|longer_word
517,pass,pass,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
518,patch,patch,5,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
519,paws,paws,4,1,single_syllable_like,final_cluster|final_consonant|vowel_team|contrast_letter
520,pay,pay,3,1,single_syllable_like,vowel_team|contrast_letter
521,peaches,peaches,7,2,two_syllable_like,final_consonant|vowel_team|digraph|contrast_letter|longer_word
522,pear,pear,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
523,pen,pen,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
524,pens,pens,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
525,pet,pet,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
526,pete,pete,4,1,single_syllable_like,cvc_e|contrast_letter
527,petting,petting,7,2,two_syllable_like,final_cluster|final_consonant|digraph|contrast_letter|longer_word
528,pie,pie,3,1,single_syllable_like,vowel_team|contrast_letter
529,piece,piece,5,1,single_syllable_like,vowel_team|contrast_letter
530,pies,pies,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
531,pig,pig,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
532,pin,pin,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
533,pitch,pitch,5,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
534,plain,plain,5,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|contrast_letter
535,plan,plan,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
536,plate,plate,5,1,single_syllable_like,onset_cluster|cvc_e|contrast_letter
537,play,play,4,1,single_syllable_like,onset_cluster|vowel_team|contrast_letter
538,please,please,6,1,single_syllable_like,onset_cluster|vowel_team|contrast_letter
539,plug,plug,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
540,point,point,5,1,single_syllable_like,final_cluster|final_consonant|vowel_team|contrast_letter
541,pointed,pointed,7,2,two_syllable_like,final_consonant|vowel_team|contrast_letter|longer_word
542,pointing,pointing,8,2,two_syllable_like,final_cluster|final_consonant|vowel_team|digraph|contrast_letter|longer_word
543,pole,pole,4,2,two_syllable_like,cvc_e|contrast_letter|longer_word
544,pop,pop,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
545,porch,porch,5,1,single_syllable_like,final_cluster|final_consonant|r_controlled|digraph|contrast_letter
546,pot,pot,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
547,press,press,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|short_vowel_like|contrast_letter
548,price,price,5,1,single_syllable_like,onset_cluster|cvc_e|contrast_letter
549,pup,pup,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
550,purse,purse,5,1,single_syllable_like,r_controlled|contrast_letter
551,quit,quit,4,1,single_syllable_like,final_consonant|short_vowel_like
552,race,race,4,1,single_syllable_like,cvc_e|contrast_letter
553,rain,rain,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
554,rainbow,rainbow,7,2,two_syllable_like,final_consonant|vowel_team|contrast_letter|longer_word
555,raining,raining,7,2,two_syllable_like,final_cluster|final_consonant|vowel_team|digraph|contrast_letter|longer_word
556,raise,raise,5,1,single_syllable_like,vowel_team|contrast_letter
557,ran,ran,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
558,ranch,ranch,5,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
559,rare,rare,4,1,single_syllable_like,cvc_e|r_controlled|contrast_letter
560,rash,rash,4,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
561,raw,raw,3,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
562,read,read,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
563,reading,reading,7,2,two_syllable_like,final_cluster|final_consonant|vowel_team|digraph|contrast_letter|longer_word
564,red,red,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
565,rescue,rescue,6,2,two_syllable_like,vowel_team|contrast_letter|longer_word
566,return,return,6,2,two_syllable_like,final_cluster|final_consonant|r_controlled|contrast_letter|longer_word
567,ride,ride,4,1,single_syllable_like,cvc_e|contrast_letter
568,right,right,5,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
569,ring,ring,4,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
570,rink,rink,4,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
571,rip,rip,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
572,ripping,ripping,7,2,two_syllable_like,final_cluster|final_consonant|digraph|contrast_letter|longer_word
573,rips,rips,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
574,river,river,5,2,two_syllable_like,final_consonant|r_controlled|contrast_letter|longer_word
575,road,road,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
576,roar,roar,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
577,robe,robe,4,1,single_syllable_like,cvc_e|contrast_letter
578,rock,rock,4,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
579,rode,rode,4,1,single_syllable_like,cvc_e|contrast_letter
580,room,room,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
581,rope,rope,4,1,single_syllable_like,cvc_e|contrast_letter
582,round,round,5,1,single_syllable_like,final_cluster|final_consonant|vowel_team|contrast_letter
583,row,row,3,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
584,roy,roy,3,1,single_syllable_like,vowel_team|contrast_letter
585,rug,rug,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
586,run,run,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
587,sack,sack,4,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like
588,sad,sad,3,1,single_syllable_like,final_consonant|short_vowel_like|contrast_letter
589,sail,sail,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
590,salt,salt,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
591,same,same,4,1,single_syllable_like,cvc_e|contrast_letter
592,sat,sat,3,1,single_syllable_like,final_consonant|short_vowel_like
593,sauce,sauce,5,1,single_syllable_like,vowel_team
594,saw,saw,3,1,single_syllable_like,final_consonant|vowel_team
595,say,say,3,1,single_syllable_like,vowel_team
596,scar,scar,4,1,single_syllable_like,onset_cluster|final_consonant|r_controlled|contrast_letter
597,scare,scare,5,1,single_syllable_like,onset_cluster|cvc_e|r_controlled|contrast_letter
598,school,school,6,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|digraph|contrast_letter
599,schoolhouse,schoolhouse,11,2,two_syllable_like,onset_cluster|vowel_team|digraph|contrast_letter|longer_word
600,seal,seal,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
601,seat,seat,4,1,single_syllable_like,final_consonant|vowel_team
602,seats,seats,5,1,single_syllable_like,final_cluster|final_consonant|vowel_team
603,see,see,3,1,single_syllable_like,vowel_team
604,seed,seed,4,1,single_syllable_like,final_consonant|vowel_team|contrast_letter
605,seedless,seedless,8,2,two_syllable_like,final_cluster|final_consonant|vowel_team|contrast_letter|longer_word
606,sell,sell,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
607,send,send,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like|contrast_letter
608,serve,serve,5,1,single_syllable_like,r_controlled|contrast_letter
609,set,set,3,1,single_syllable_like,final_consonant|short_vowel_like
610,shaking,shaking,7,2,two_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|contrast_letter|longer_word
611,share,share,5,1,single_syllable_like,onset_cluster|cvc_e|r_controlled|digraph|contrast_letter
612,shared,shared,6,2,two_syllable_like,onset_cluster|final_consonant|r_controlled|digraph|contrast_letter|longer_word
613,sharing,sharing,7,2,two_syllable_like,onset_cluster|final_cluster|final_consonant|r_controlled|digraph|contrast_letter|longer_word
614,she,she,3,1,single_syllable_like,onset_cluster|digraph|short_vowel_like
615,sheep,sheep,5,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|digraph|contrast_letter
616,shield,shield,6,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|vowel_team|digraph|contrast_letter
617,ship,ship,4,1,single_syllable_like,onset_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
618,ships,ships,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
619,shirt,shirt,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|r_controlled|digraph|contrast_letter
620,shoot,shoot,5,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|digraph
621,shop,shop,4,1,single_syllable_like,onset_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
622,shore,shore,5,1,single_syllable_like,onset_cluster|cvc_e|r_controlled|digraph|contrast_letter
623,shoreline,shoreline,9,3,multisyllable_like,onset_cluster|cvc_e|r_controlled|digraph|contrast_letter|longer_word
624,short,short,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|r_controlled|digraph|contrast_letter
625,shot,shot,4,1,single_syllable_like,onset_cluster|final_consonant|digraph|short_vowel_like
626,should,should,6,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|vowel_team|digraph|contrast_letter
627,shout,shout,5,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|digraph
628,show,show,4,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|digraph
629,showing,showing,7,2,two_syllable_like,onset_cluster|final_cluster|final_consonant|vowel_team|digraph|contrast_letter|longer_word
630,shy,shy,3,1,single_syllable_like,onset_cluster|digraph
631,side,side,4,1,single_syllable_like,cvc_e|contrast_letter
632,sigh,sigh,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like
633,sight,sight,5,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like
634,silly,silly,5,2,two_syllable_like,contrast_letter|longer_word
635,sing,sing,4,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
636,singing,singing,7,2,two_syllable_like,final_cluster|final_consonant|digraph|contrast_letter|longer_word
637,sink,sink,4,1,single_syllable_like,final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
638,sir,sir,3,1,single_syllable_like,final_consonant|r_controlled|contrast_letter
639,sit,sit,3,1,single_syllable_like,final_consonant|short_vowel_like
640,sits,sits,4,1,single_syllable_like,final_cluster|final_consonant|short_vowel_like
641,skate,skate,5,1,single_syllable_like,onset_cluster|cvc_e
642,skid,skid,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
643,skies,skies,5,1,single_syllable_like,onset_cluster|final_consonant|vowel_team
644,skin,skin,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
645,skip,skip,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
646,skipping,skipping,8,2,two_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|contrast_letter|longer_word
647,skit,skit,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like
648,skunk,skunk,5,1,single_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|short_vowel_like|contrast_letter
649,sky,sky,3,1,single_syllable_like,onset_cluster
650,slam,slam,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
651,slap,slap,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
652,sled,sled,4,1,single_syllable_like,onset_cluster|final_consonant|short_vowel_like|contrast_letter
653,sledding,sledding,8,2,two_syllable_like,onset_cluster|final_cluster|final_consonant|digraph|contrast_letter|longer_word
654,sleep,sleep,5,1,single_syllable_like,onset_cluster|final_consonant|vowel_team|contrast_letter
