word_id,word,error_code,chairman_label,abstract_detection_target,risk_priority,detection_scope,feature_trigger,surface_error_pattern,dashboard_group
238,firsthand,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
238,firsthand,R_CONTROLLED_VOWEL_NOT_REALIZED,word-family / pattern confusion,R_CONTROLLED_PATTERN_FAILS_TO_SURFACE_AS_THE_EXPECTED_R_COLORED_VOWEL,high,pronunciation|reading|spelling,r_controlled:ir,"the r-controlled vowel is flattened, split, or replaced",pattern_errors
238,firsthand,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,longer_word|r_controlled:ir,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
238,firsthand,CONSONANT_DIGRAPH_NOT_REALIZED,word-family / pattern confusion,DIGRAPH_IS_READ_AS_SEPARATE_LETTERS_OR_SUBSTITUTED_WITH_A_DIFFERENT_CONSONANT,medium,pronunciation|reading|spelling,digraph:th,the digraph is split or replaced with a non-target consonant,pattern_errors
238,firsthand,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:d|f|n|r,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
238,firsthand,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,low,reading|pronunciation,longer_word,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
239,fish,FINAL_CLUSTER_REDUCTION,blend / cluster distortion,FINAL_CONSONANT_CLUSTER_REDUCED_TO_FEWER_SEGMENTS_THAN_TARGET,high,pronunciation|reading,final_cluster,a final consonant cluster is simplified or partially dropped,cluster_errors
239,fish,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,final_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
239,fish,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
239,fish,CONSONANT_DIGRAPH_NOT_REALIZED,word-family / pattern confusion,DIGRAPH_IS_READ_AS_SEPARATE_LETTERS_OR_SUBSTITUTED_WITH_A_DIFFERENT_CONSONANT,medium,pronunciation|reading|spelling,digraph:sh,the digraph is split or replaced with a non-target consonant,pattern_errors
239,fish,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
239,fish,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:f,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
240,fishing,FINAL_CLUSTER_REDUCTION,blend / cluster distortion,FINAL_CONSONANT_CLUSTER_REDUCED_TO_FEWER_SEGMENTS_THAN_TARGET,high,pronunciation|reading,final_cluster,a final consonant cluster is simplified or partially dropped,cluster_errors
240,fishing,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,final_cluster|longer_word,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
240,fishing,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
240,fishing,CONSONANT_DIGRAPH_NOT_REALIZED,word-family / pattern confusion,DIGRAPH_IS_READ_AS_SEPARATE_LETTERS_OR_SUBSTITUTED_WITH_A_DIFFERENT_CONSONANT,medium,pronunciation|reading|spelling,digraph:sh|ng,the digraph is split or replaced with a non-target consonant,pattern_errors
240,fishing,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:f|n,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
240,fishing,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,low,reading|pronunciation,longer_word,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
240,fishing,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,longer_word,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
241,fist,FINAL_CLUSTER_REDUCTION,blend / cluster distortion,FINAL_CONSONANT_CLUSTER_REDUCED_TO_FEWER_SEGMENTS_THAN_TARGET,high,pronunciation|reading,final_cluster,a final consonant cluster is simplified or partially dropped,cluster_errors
241,fist,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,final_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
241,fist,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
241,fist,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
241,fist,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:f,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
242,fit,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
242,fit,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
242,fit,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:f,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
243,fix,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
243,fix,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
243,fix,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:f,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
244,fixing,FINAL_CLUSTER_REDUCTION,blend / cluster distortion,FINAL_CONSONANT_CLUSTER_REDUCED_TO_FEWER_SEGMENTS_THAN_TARGET,high,pronunciation|reading,final_cluster,a final consonant cluster is simplified or partially dropped,cluster_errors
244,fixing,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,final_cluster|longer_word,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
244,fixing,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
244,fixing,CONSONANT_DIGRAPH_NOT_REALIZED,word-family / pattern confusion,DIGRAPH_IS_READ_AS_SEPARATE_LETTERS_OR_SUBSTITUTED_WITH_A_DIFFERENT_CONSONANT,medium,pronunciation|reading|spelling,digraph:ng,the digraph is split or replaced with a non-target consonant,pattern_errors
244,fixing,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:f|n,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
244,fixing,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,low,reading|pronunciation,longer_word,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
244,fixing,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,longer_word,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
245,flag,SCHWA_INSERTION_CLUSTER,schwa insertion,EXTRA_VOWEL_INSERTED_INSIDE_CONSONANT_CLUSTER,high,pronunciation,onset_cluster,an extra vowel appears between clustered consonants,cluster_errors
245,flag,CLUSTER_MEMBER_DELETION,blend / cluster distortion,ONE_CONSONANT_IN_CLUSTER_IS_DROPPED_BLURRED_OR_REORDERED,high,pronunciation|reading,onset_cluster,one part of the blend or cluster disappears or weakens,cluster_errors
245,flag,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,onset_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
245,flag,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,medium,reading|pronunciation,onset_cluster,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
245,flag,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
245,flag,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
245,flag,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:f|l,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
246,flap,SCHWA_INSERTION_CLUSTER,schwa insertion,EXTRA_VOWEL_INSERTED_INSIDE_CONSONANT_CLUSTER,high,pronunciation,onset_cluster,an extra vowel appears between clustered consonants,cluster_errors
246,flap,CLUSTER_MEMBER_DELETION,blend / cluster distortion,ONE_CONSONANT_IN_CLUSTER_IS_DROPPED_BLURRED_OR_REORDERED,high,pronunciation|reading,onset_cluster,one part of the blend or cluster disappears or weakens,cluster_errors
246,flap,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,onset_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
246,flap,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,medium,reading|pronunciation,onset_cluster,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
246,flap,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
246,flap,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
246,flap,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:f|l|p,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
247,flash,SCHWA_INSERTION_CLUSTER,schwa insertion,EXTRA_VOWEL_INSERTED_INSIDE_CONSONANT_CLUSTER,high,pronunciation,onset_cluster,an extra vowel appears between clustered consonants,cluster_errors
247,flash,CLUSTER_MEMBER_DELETION,blend / cluster distortion,ONE_CONSONANT_IN_CLUSTER_IS_DROPPED_BLURRED_OR_REORDERED,high,pronunciation|reading,onset_cluster,one part of the blend or cluster disappears or weakens,cluster_errors
247,flash,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,final_cluster|onset_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
247,flash,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,medium,reading|pronunciation,onset_cluster,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
247,flash,FINAL_CLUSTER_REDUCTION,blend / cluster distortion,FINAL_CONSONANT_CLUSTER_REDUCED_TO_FEWER_SEGMENTS_THAN_TARGET,high,pronunciation|reading,final_cluster,a final consonant cluster is simplified or partially dropped,cluster_errors
247,flash,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
247,flash,CONSONANT_DIGRAPH_NOT_REALIZED,word-family / pattern confusion,DIGRAPH_IS_READ_AS_SEPARATE_LETTERS_OR_SUBSTITUTED_WITH_A_DIFFERENT_CONSONANT,medium,pronunciation|reading|spelling,digraph:sh,the digraph is split or replaced with a non-target consonant,pattern_errors
247,flash,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
247,flash,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:f|l,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
248,flat,SCHWA_INSERTION_CLUSTER,schwa insertion,EXTRA_VOWEL_INSERTED_INSIDE_CONSONANT_CLUSTER,high,pronunciation,onset_cluster,an extra vowel appears between clustered consonants,cluster_errors
248,flat,CLUSTER_MEMBER_DELETION,blend / cluster distortion,ONE_CONSONANT_IN_CLUSTER_IS_DROPPED_BLURRED_OR_REORDERED,high,pronunciation|reading,onset_cluster,one part of the blend or cluster disappears or weakens,cluster_errors
248,flat,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,onset_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
248,flat,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,medium,reading|pronunciation,onset_cluster,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
248,flat,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
248,flat,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
248,flat,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:f|l,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
249,flew,SCHWA_INSERTION_CLUSTER,schwa insertion,EXTRA_VOWEL_INSERTED_INSIDE_CONSONANT_CLUSTER,high,pronunciation,onset_cluster,an extra vowel appears between clustered consonants,cluster_errors
249,flew,CLUSTER_MEMBER_DELETION,blend / cluster distortion,ONE_CONSONANT_IN_CLUSTER_IS_DROPPED_BLURRED_OR_REORDERED,high,pronunciation|reading,onset_cluster,one part of the blend or cluster disappears or weakens,cluster_errors
249,flew,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,onset_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
249,flew,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,medium,reading|pronunciation,onset_cluster,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
249,flew,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
249,flew,VOWEL_TEAM_NOT_REALIZED,word-family / pattern confusion,VOWEL_TEAM_PATTERN_SPLIT_OR_REALIZED_WITH_WRONG_VOWEL_VALUE,high,reading|spelling,vowel_team:ew,the vowel team is broken apart or mapped to the wrong sound,pattern_errors
249,flew,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,vowel_team:ew,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
249,flew,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:f|l,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
250,flies,SCHWA_INSERTION_CLUSTER,schwa insertion,EXTRA_VOWEL_INSERTED_INSIDE_CONSONANT_CLUSTER,high,pronunciation,onset_cluster,an extra vowel appears between clustered consonants,cluster_errors
250,flies,CLUSTER_MEMBER_DELETION,blend / cluster distortion,ONE_CONSONANT_IN_CLUSTER_IS_DROPPED_BLURRED_OR_REORDERED,high,pronunciation|reading,onset_cluster,one part of the blend or cluster disappears or weakens,cluster_errors
250,flies,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,onset_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
250,flies,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,medium,reading|pronunciation,onset_cluster,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
250,flies,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
250,flies,VOWEL_TEAM_NOT_REALIZED,word-family / pattern confusion,VOWEL_TEAM_PATTERN_SPLIT_OR_REALIZED_WITH_WRONG_VOWEL_VALUE,high,reading|spelling,vowel_team:ie,the vowel team is broken apart or mapped to the wrong sound,pattern_errors
250,flies,ENCODING_PATTERN_BREAKDOWN,sound-to-spelling / dictation error,HEARD_SOUND_SEQUENCE_FAILS_TO_MAP_TO_THE_EXPECTED_SPELLING_PATTERN,medium,spelling|dictation,vowel_team:ie,the student captures only part of the sound sequence or chooses the wrong pattern in spelling,encoding_errors
250,flies,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:f|l,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
251,flight,SCHWA_INSERTION_CLUSTER,schwa insertion,EXTRA_VOWEL_INSERTED_INSIDE_CONSONANT_CLUSTER,high,pronunciation,onset_cluster,an extra vowel appears between clustered consonants,cluster_errors
251,flight,CLUSTER_MEMBER_DELETION,blend / cluster distortion,ONE_CONSONANT_IN_CLUSTER_IS_DROPPED_BLURRED_OR_REORDERED,high,pronunciation|reading,onset_cluster,one part of the blend or cluster disappears or weakens,cluster_errors
251,flight,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,final_cluster|onset_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
251,flight,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,medium,reading|pronunciation,onset_cluster,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
251,flight,FINAL_CLUSTER_REDUCTION,blend / cluster distortion,FINAL_CONSONANT_CLUSTER_REDUCED_TO_FEWER_SEGMENTS_THAN_TARGET,high,pronunciation|reading,final_cluster,a final consonant cluster is simplified or partially dropped,cluster_errors
251,flight,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
251,flight,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
251,flight,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:f|l,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
252,flip,SCHWA_INSERTION_CLUSTER,schwa insertion,EXTRA_VOWEL_INSERTED_INSIDE_CONSONANT_CLUSTER,high,pronunciation,onset_cluster,an extra vowel appears between clustered consonants,cluster_errors
252,flip,CLUSTER_MEMBER_DELETION,blend / cluster distortion,ONE_CONSONANT_IN_CLUSTER_IS_DROPPED_BLURRED_OR_REORDERED,high,pronunciation|reading,onset_cluster,one part of the blend or cluster disappears or weakens,cluster_errors
252,flip,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,onset_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
252,flip,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,medium,reading|pronunciation,onset_cluster,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
252,flip,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
252,flip,SHORT_VOWEL_SHIFT,short vowel confusion,TARGET_SHORT_VOWEL_REALIZED_AS_DIFFERENT_VOWEL_CATEGORY,medium,pronunciation|reading,short_vowel_like,target short vowel is replaced by another vowel sound,vowel_errors
252,flip,SIMILAR_CONSONANT_SHIFT,similar consonant-pair confusion,TARGET_CONSONANT_REALIZED_AS_NEARBY_L1_OR_VISUALLY_SIMILAR_CONSONANT,medium,pronunciation|reading,contrast_letter:f|l|p,"target consonant is replaced, blurred, or swapped with a nearby consonant",consonant_errors
253,flipping,SCHWA_INSERTION_CLUSTER,schwa insertion,EXTRA_VOWEL_INSERTED_INSIDE_CONSONANT_CLUSTER,high,pronunciation,onset_cluster,an extra vowel appears between clustered consonants,cluster_errors
253,flipping,CLUSTER_MEMBER_DELETION,blend / cluster distortion,ONE_CONSONANT_IN_CLUSTER_IS_DROPPED_BLURRED_OR_REORDERED,high,pronunciation|reading,onset_cluster,one part of the blend or cluster disappears or weakens,cluster_errors
253,flipping,PHONEME_COUNT_MISMATCH,segmentation weakness,REALIZED_SOUND_COUNT_DOES_NOT_MATCH_THE_EXPECTED_PHONEME_STRUCTURE,medium,pronunciation|reading|segmentation_task,final_cluster|longer_word|onset_cluster,"the student expands, compresses, or miscounts the word's sound structure",segmentation_errors
253,flipping,INCOMPLETE_SOUND_CHAIN,blending weakness,TARGET_SOUND_SEQUENCE_IS_NOT_HELD_TOGETHER_AS_ONE_CONTINUOUS_DECODING_CHAIN,medium,reading|pronunciation,longer_word|onset_cluster,"the student breaks, stalls, or loses part of the target sound chain",blending_errors
253,flipping,FINAL_CLUSTER_REDUCTION,blend / cluster distortion,FINAL_CONSONANT_CLUSTER_REDUCED_TO_FEWER_SEGMENTS_THAN_TARGET,high,pronunciation|reading,final_cluster,a final consonant cluster is simplified or partially dropped,cluster_errors
253,flipping,FINAL_CONSONANT_DELETION,final sound missing,TARGET_FINAL_CONSONANT_NOT_REALIZED_OR_TOO_WEAK_TO_CONFIRM,medium,pronunciation|reading,final_consonant,the word ends early without the target final sound,coda_errors
253,flipping,CONSONANT_DIGRAPH_NOT_REALIZED,word-family / pattern confusion,DIGRAPH_IS_READ_AS_SEPARATE_LETTERS_OR_SUBSTITUTED_WITH_A_DIFFERENT_CONSONANT,medium,pronunciation|reading|spelling,digraph:ng,the digraph is split or replaced with a non-target consonant,pattern_errors
